"ID","Source","Severity","Start_Time","End_Time","Start_Lat","Start_Lng","End_Lat","End_Lng","Distance.mi.","Description","Street","City","County","State","Zipcode","Country","Timezone","Airport_Code","Weather_Timestamp","Temperature.F.","Wind_Chill.F.","Humidity...","Pressure.in.","Visibility.mi.","Wind_Direction","Wind_Speed.mph.","Precipitation.in.","Weather_Condition","Amenity","Bump","Crossing","Give_Way","Junction","No_Exit","Railway","Roundabout","Station","Stop","Traffic_Calming","Traffic_Signal","Turning_Loop","Sunrise_Sunset","Civil_Twilight","Nautical_Twilight","Astronomical_Twilight"
"A-1177483","Source2",2,2021-01-27 06:14:55,2021-01-27 07:15:05,42.751942,-73.934334,NA,NA,0.239999994635582,"Entry ramp to I-90 Southbound from I-890 Southbound shoulder blocked due to accident.","I-90 E","Schenectady","Albany","NY","12303","US","US/Eastern","KALB","2021-01-27 05:51:00",23,23,100,29.62,1,"NW",3,0.01,"Light Snow","False","False","False","False","False","False","False","False","False","False","False","False","False","Night","Night","Day","Day"
"A-1177484","Source2",2,2021-01-27 06:59:23,2021-01-27 08:29:34,42.75919,-73.933006,NA,NA,0,"Right hand shoulder blocked due to accident on I-890 Eastbound at NY-7.","NY-7","Schenectady","Albany","NY","12303","US","US/Eastern","KALB","2021-01-27 06:51:00",23,17,100,29.65,1,"NW",5,0.01,"Light Snow","False","False","False","False","False","False","False","False","False","False","False","False","False","Night","Day","Day","Day"
"A-1177485","Source2",2,2021-01-27 07:12:36,2021-01-27 07:42:01,42.632759,-73.774979,NA,NA,0.479999989271164,"Entry ramp to I-87 Westbound at Exit 1 from I-787 Southbound shoulder blocked due to accident.","Southern Blvd","Albany","Albany","NY","12209","US","US/Eastern","KALB","2021-01-27 07:09:00",23,23,100,29.66,2,"WNW",3,0,"Light Snow","False","False","False","False","False","False","False","False","False","False","False","False","False","Night","Day","Day","Day"
"A-1177486","Source2",2,2021-01-27 07:13:44,2021-01-27 08:59:19,42.736866,-73.785355,NA,NA,0,"Right hand shoulder blocked due to accident on I-87 Southbound at NY-155 Wolf Rd.","Adirondack Northway S","Latham","Albany","NY","12110","US","US/Eastern","KALB","2021-01-27 07:09:00",23,23,100,29.66,2,"WNW",3,0,"Light Snow","False","False","False","False","False","False","False","False","False","False","False","False","False","Night","Day","Day","Day"
"A-1177488","Source2",2,2021-01-27 07:21:54,2021-01-27 10:22:19,42.697201,-73.835678,NA,NA,0.419999986886978,"Entry ramp to I-87 Northbound from I-90 Westbound shoulder blocked due to accident.","I-87 N","Albany","Albany","NY","12205","US","US/Eastern","KALB","2021-01-27 07:18:00",23,17,100,29.67,2,"WNW",5,0,"Light Snow","False","False","False","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"A-1177489","Source2",3,2021-01-27 07:29:16,2021-01-27 08:28:39,42.696209,-73.836113,NA,NA,0.529999971389771,"Entry ramp to I-90 Westbound from Adirondack Northway Northbound lane blocked due to accident.","I-87 N","Albany","Albany","NY","12205","US","US/Eastern","KALB","2021-01-27 07:18:00",23,17,100,29.67,2,"WNW",5,0,"Light Snow","False","False","False","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"A-1177490","Source2",2,2021-01-27 07:51:46,2021-01-27 09:52:00,42.558701,-73.80822,NA,NA,0,"Right hand shoulder blocked due to accident on US-9W Northbound at CR-55 Creble Rd.","Route 9W","Selkirk","Albany","NY","12158","US","US/Eastern","KALB","2021-01-27 07:51:00",23,16,100,29.69,2,"WNW",6,0,"Light Snow","False","False","False","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"A-1177491","Source2",2,2021-01-27 08:04:23,2021-01-27 09:50:38,42.736866,-73.785355,NA,NA,0,"Right hand shoulder blocked due to accident on I-87 Northbound at NY-155 Wolf Rd.","Adirondack Northway S","Latham","Albany","NY","12110","US","US/Eastern","KALB","2021-01-27 07:51:00",23,16,100,29.69,2,"WNW",6,0,"Light Snow","False","False","False","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"A-1179243","Source2",3,2021-01-26 20:20:43,2021-01-26 21:05:58,42.699371,-73.708946,NA,NA,0,"Right lane blocked due to accident on I-787 Northbound at Exits 7E 7W NY-378.","State Highway 378","Albany","Albany","NY","12204","US","US/Eastern","KALB","2021-01-26 19:51:00",23,17,96,29.59,6,"NE",5,0,"Light Snow","False","False","False","False","False","False","False","False","False","False","False","False","False","Night","Night","Night","Night"
"A-1179248","Source2",2,2021-01-26 08:34:23,2021-01-26 09:18:49,42.902653,-73.786118,NA,NA,0,"Right hand shoulder blocked due to accident on I-87 Southbound at Exit 10 Ushers Rd.","Ushers Rd","Clifton Park","Saratoga","NY","12065","US","US/Eastern","KSCH","2021-01-26 08:45:00",19,19,80,29.64,15,"CALM",0,0,"Mostly Cloudy","False","False","False","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"A-1180826","Source2",2,2021-01-25 07:45:11,2021-01-25 10:21:45,42.687408,-73.809288,NA,NA,0,"Right hand shoulder blocked due to accident on I-90 Eastbound at Campus Access Rd.","I-90 E","Albany","Albany","NY","12206","US","US/Eastern","KALB","2021-01-25 07:51:00",8,8,87,29.86,10,"CALM",0,0,"Fair","False","False","False","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"A-1180830","Source2",3,2021-01-25 16:53:37,2021-01-25 17:53:08,42.797649,-73.931664,NA,NA,0,"One lane blocked due to accident on I-890 Westbound at Exit 6 Michigan Ave.","I-890 E","Schenectady","Schenectady","NY","12303","US","US/Eastern","KALB","2021-01-25 16:51:00",25,25,55,29.79,10,"CALM",0,0,"Mostly Cloudy","False","False","False","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"A-1183641","Source2",2,2021-01-22 08:42:19,2021-01-22 09:27:27,42.651291,-73.714928,NA,NA,0,"Right hand shoulder blocked due to accident on I-90 Westbound at Exit 8 NY-43.","I-90 E","Rensselaer","Rensselaer","NY","12144","US","US/Eastern","KALB","2021-01-22 08:51:00",30,23,82,29.3,10,"SSE",7,0,"Mostly Cloudy","False","False","False","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"A-1183651","Source2",2,2021-01-22 07:21:23,2021-01-22 08:09:00,42.687428,-73.808502,NA,NA,0,"Left hand shoulder blocked due to accident on I-90 Westbound at Exits 3 4 NY-85.","I-90 E","Albany","Albany","NY","12206","US","US/Eastern","KALB","2021-01-22 07:51:00",29,22,82,29.28,10,"SSE",7,0,"Mostly Cloudy","False","False","False","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"A-1185310","Source2",2,2021-01-21 08:03:55,2021-01-21 09:52:32,42.742741,-73.69799,NA,NA,0,"Right hand shoulder blocked due to accident on NY-7 Westbound at I-787.","NY-7 W","Watervliet","Albany","NY","12189","US","US/Eastern","KALB","2021-01-21 07:51:00",18,4,74,29.44,10,"S",15,0,"Mostly Cloudy","False","False","False","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"A-1185312","Source2",3,2021-01-21 10:35:28,2021-01-21 11:36:01,42.635738,-73.759293,NA,NA,0,"Left lane blocked due to accident on I-787 Northbound at Exit 2 NY-32.","I-787 N","Albany","Albany","NY","12202","US","US/Eastern","KALB","2021-01-21 10:40:00",20,8,89,29.38,1,"SSE",12,0,"Light Snow","False","False","False","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"A-1185313","Source2",3,2021-01-21 10:36:36,2021-01-21 13:22:36,42.647057,-73.74926,NA,NA,0,"Right hand shoulder blocked due to accident on I-787 Northbound at Exit 4B US-9.","US-9 S","Albany","Albany","NY","12207","US","US/Eastern","KALB","2021-01-21 10:40:00",20,8,89,29.38,1,"SSE",12,0,"Light Snow","False","False","False","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"A-1186816","Source2",2,2021-01-20 06:17:07,2021-01-20 07:52:26,42.517433,-73.789406,NA,NA,0,"Accident on I-87 Southbound at Exit 21A.","I-87 S","Selkirk","Albany","NY","12158","US","US/Eastern","KALB","2021-01-20 06:07:00",26,26,96,29.56,10,"CALM",0,0,"Light Snow","False","False","False","False","False","False","False","False","False","False","False","False","False","Night","Night","Day","Day"
"A-1189489","Source2",3,2021-01-18 12:24:32,2021-01-18 13:53:09,42.698601,-73.706833,NA,NA,0.25,"Entry ramp to I-787 Northbound from NY-378 Eastbound lane blocked due to accident.","Erie Canalway Trl","Albany","Albany","NY","12204","US","US/Eastern","KALB","2021-01-18 12:51:00",33,26,75,29.36,9,"WNW",8,0,"Light Snow","False","False","False","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"A-1194996","Source2",2,2021-01-13 04:23:32,2021-01-13 07:13:12,42.815338,-73.983994,NA,NA,1.20000004768372,"Exit ramp from I-890 Southbound at Exits 2 2A 2B to W Campbell Rd Northbound shoulder blocked due to accident.","I-890 E","Schenectady","Schenectady","NY","12306","US","US/Eastern","KSCH","2021-01-13 07:47:00",28,28,93,29.62,10,"CALM",0,0,"Cloudy","False","False","False","False","False","False","False","False","False","False","False","False","False","Night","Night","Night","Night"
"A-1197714","Source2",2,2021-01-11 08:27:47,2021-01-11 10:27:09,42.630516,-73.779655,NA,NA,0,"Accident on I-87 Southbound at Exit 23.","I-87 S","Albany","Albany","NY","12209","US","US/Eastern","KALB","2021-01-11 08:51:00",20,20,96,30.01,10,"CALM",0,0,"Cloudy","False","False","False","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"A-1199486","Source2",2,2021-01-09 15:37:36,2021-01-09 16:40:27,42.757645,-73.738083,NA,NA,0,"Right lane blocked due to accident on NY-7 Westbound at Miller rd.","NY-7 W","Latham","Albany","NY","12110","US","US/Eastern","KALB","2021-01-09 15:51:00",27,18,58,29.64,10,"WNW",9,0,"Mostly Cloudy","False","False","False","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"A-1199951","Source2",2,2021-01-08 07:10:22,2021-01-08 08:39:59,42.699371,-73.708946,NA,NA,0,"Right hand shoulder blocked due to accident on NY-378 Westbound at I-787 Exits 7E 7W.","State Highway 378","Albany","Albany","NY","12204","US","US/Eastern","KALB","2021-01-08 06:51:00",20,9,85,29.82,10,"WNW",10,0,"Cloudy","False","False","False","False","False","False","False","False","False","False","False","False","False","Night","Day","Day","Day"
"A-1199960","Source2",2,2021-01-08 05:36:06,2021-01-08 06:20:27,42.840942,-74.008453,NA,NA,0,"Accident on I-90 Westbound after Exit 26 I-890 Exit 1B.","I-890 E","Schenectady","Schenectady","NY","12306","US","US/Eastern","KSCH","2021-01-08 07:52:00",21,9,80,29.73,10,"W",13,0,"Cloudy","False","False","False","False","False","False","False","False","False","False","False","False","False","Night","Night","Night","Night"
"A-1201444","Source2",2,2021-01-07 07:48:20,2021-01-07 09:02:59,42.753242,-73.93235,NA,NA,0,"Accident on I-90 Eastbound before Exit 25 I-890.","I-90 E","Schenectady","Albany","NY","12303","US","US/Eastern","KALB","2021-01-07 07:51:00",21,12,85,29.89,10,"NNW",7,0,"Partly Cloudy","False","False","False","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"A-1201446","Source2",2,2021-01-07 09:38:07,2021-01-07 10:21:40,42.86578,-73.793938,NA,NA,0,"Right hand shoulder blocked due to accident on NY-146 Eastbound at Northcrest Dr.","Northcrest Dr","Clifton Park","Saratoga","NY","12065","US","US/Eastern","KSCH","2021-01-07 13:50:00",32,23,64,29.74,15,"W",13,0,"Partly Cloudy","False","False","False","False","False","False","False","False","False","False","False","True","False","Day","Day","Day","Day"
"A-1201447","Source2",2,2021-01-07 20:07:13,2021-01-07 21:10:16,42.863155,-73.769218,NA,NA,0,"Lane blocked due to accident on NY-146 Westbound at US-9 Halfmoon Pkwy.","Clifton Park Rd","Clifton Park","Saratoga","NY","12065","US","US/Eastern","KSCH","2021-01-07 19:48:00",27,17,74,29.79,15,"NW",9,0,"Cloudy","False","False","True","True","False","False","False","False","False","False","False","True","False","Night","Night","Night","Night"
"A-1202717","Source2",2,2021-01-06 18:57:02,2021-01-06 19:56:33,42.658291,-73.765068,NA,NA,0,"Right lane closed due to accident on NY-5 Central Ave Westbound at Henry Johnson Blvd.","Henry Johnson Blvd","Albany","Albany","NY","12206","US","US/Eastern","KALB","2021-01-06 18:51:00",29,23,78,29.78,10,"NNW",6,0,"Cloudy","True","False","True","False","False","False","False","False","True","False","False","True","False","Night","Night","Night","Night"
"A-1204018","Source2",2,2021-01-05 16:59:21,2021-01-05 17:43:46,42.757645,-73.738083,NA,NA,0,"One lane blocked due to accident on NY-7 Westbound after Miller Rd.","NY-7 W","Latham","Albany","NY","12110","US","US/Eastern","KALB","2021-01-05 16:51:00",31,24,89,29.64,10,"NNW",7,0,"Cloudy","False","False","False","False","False","False","False","False","False","False","False","False","False","Night","Day","Day","Day"
"A-1205384","Source2",3,2021-01-04 20:46:01,2021-01-04 21:49:14,42.862022,-73.775726,NA,NA,0,"Left lane blocked due to accident on NY-146 Clifton Park Blvd Westbound at I-87 Exits 9 9E 9W.","Adirondack Northway S","Clifton Park","Saratoga","NY","12065","US","US/Eastern","KSCH","2021-01-04 20:47:00",34,34,100,29.57,7,"CALM",0,0,"Cloudy","False","False","False","False","False","False","False","False","False","False","False","False","False","Night","Night","Night","Night"
"A-1207683","Source2",2,2021-01-01 20:04:36,2021-01-01 20:34:12,42.421192,-73.548874,NA,NA,0,"Accident on I-90 Eastbound at Exit B2 Taconic State Pkwy.","I-90 W","Old Chatham","Columbia","NY","12136","US","US/Eastern","KPSF","2021-01-01 20:01:00",29,24,92,28.92,1,"ENE",5,0,"Light Snow","False","False","False","False","True","False","False","False","False","False","False","False","False","Night","Night","Night","Night"
"A-1207684","Source2",3,2021-01-01 21:46:13,2021-01-01 22:15:44,42.647057,-73.74926,NA,NA,0,"Lane blocked due to accident on I-787 Northbound near US-20.","US-9 S","Albany","Albany","NY","12207","US","US/Eastern","KALB","2021-01-01 21:51:00",27,27,100,29.87,0.5,"CALM",0,0.11,"Light Snow","False","False","False","False","False","False","False","False","False","False","False","False","False","Night","Night","Night","Night"
"A-1207686","Source2",3,2021-01-01 23:24:21,2021-01-01 23:54:11,42.667122,-73.733002,NA,NA,0,"Lane blocked due to accident on I-787 Southbound at Exit 5 I-90 Exit 6A.","I-90 E","Albany","Albany","NY","12204","US","US/Eastern","KALB","2021-01-01 23:08:00",28,28,100,29.79,2,"CALM",0,0.01,"Wintry Mix","False","False","False","False","False","False","False","False","False","False","False","False","False","Night","Night","Night","Night"
"A-1208335","Source2",2,2020-12-31 11:31:41,2020-12-31 12:16:44,42.870209,-73.820313,NA,NA,0,"Right hand shoulder blocked due to accident on NY-146 Westbound at CR-90 Vischer Ferry Rd.","Route 146","Clifton Park","Saratoga","NY","12065","US","US/Eastern","KSCH","2020-12-31 11:49:00",37,29,70,29.71,15,"W",14,0,"Mostly Cloudy","False","False","False","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"A-1209721","Source2",3,2020-12-30 08:41:59,2020-12-30 10:27:41,42.664989,-73.72892,NA,NA,0,"Two lanes blocked due to accident on I-90 Westbound at Exit 7 Washington Ave.","I-90 E","Rensselaer","Rensselaer","NY","12144","US","US/Eastern","KALB","2020-12-30 08:51:00",21,13,74,30.11,10,"S",6,0,"Cloudy","False","False","False","False","True","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"A-1209722","Source2",3,2020-12-30 11:38:33,2020-12-30 15:14:00,42.421192,-73.548874,NA,NA,0,"Left lane blocked due to accident on I-90 Eastbound before Exit B2 Taconic State Pkwy.","I-90 W","Old Chatham","Columbia","NY","12136","US","US/Eastern","KPSF","2020-12-30 11:54:00",29,21,47,28.96,10,"SSW",8,0,"Fair","False","False","False","False","True","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"A-1212526","Source2",2,2020-12-28 18:03:35,2020-12-28 19:03:11,42.627708,-73.700638,NA,NA,0,"Left hand shoulder blocked due to accident on I-90 Eastbound near Exit 9 US-4 Troy Rd.","I-90 W","East Greenbush","Rensselaer","NY","12061","US","US/Eastern","KALB","2020-12-28 17:51:00",39,36,73,29.74,10,"W",5,0,"Cloudy","False","False","False","False","False","False","False","False","False","False","False","False","False","Night","Night","Night","Day"
"A-1212530","Source2",2,2020-12-28 21:44:31,2020-12-28 22:32:30,42.797649,-73.931664,NA,NA,0,"Lane blocked on exit ramp due to accident on I-890 Westbound for Exit 6 Michigan Ave.","I-890 E","Schenectady","Schenectady","NY","12303","US","US/Eastern","KALB","2020-12-28 21:51:00",37,31,62,29.82,10,"W",8,0,"Cloudy","False","False","False","False","False","False","False","False","False","False","False","False","False","Night","Night","Night","Night"
"A-1214386","Source2",3,2020-12-26 19:02:45,2020-12-26 20:05:38,42.733212,-73.698502,NA,NA,0,"Right lane blocked and right hand shoulder blocked due to accident on I-787 Southbound at Exit 8 23rd St.","I-787 S","Watervliet","Albany","NY","12189","US","US/Eastern","KALB","2020-12-26 18:51:00",26,16,60,29.56,10,"WSW",10,0,"Partly Cloudy","False","False","False","False","False","False","False","False","False","False","False","False","False","Night","Night","Night","Night"
"A-1215217","Source2",2,2020-12-24 04:19:35,2020-12-24 05:07:33,42.758785,-73.764709,NA,NA,6.94999980926514,"Right hand shoulder blocked due to accident on I-87 Southbound from Exit 8 CR-92 Crescent Rd to I-87 Exit 6 / NY-7 / US-9 Loudon Rd.","Adirondack Northway S","Latham","Albany","NY","12110","US","US/Eastern","KALB","2020-12-24 04:44:00",37,27,86,29.84,10,"SSE",20,0,"Cloudy","False","False","False","False","False","False","False","False","False","False","False","False","False","Night","Night","Night","Night"
"A-1215226","Source2",2,2020-12-24 12:33:59,2020-12-24 14:06:59,42.699371,-73.708946,NA,NA,0,"Left lane blocked due to accident on I-787 Eastbound at Exits 7E 7W NY-378.","State Highway 378","Albany","Albany","NY","12204","US","US/Eastern","KALB","2020-12-24 12:51:00",44,38,82,29.68,10,"SSE",13,0,"Cloudy","False","False","False","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"A-1216681","Source2",3,2020-12-23 08:28:22,2020-12-23 09:31:18,42.667122,-73.733002,NA,NA,0,"Two lanes blocked due to accident on I-787 Southbound at Exit 5 I-90 Exit 6A.","I-90 E","Albany","Albany","NY","12204","US","US/Eastern","KALB","2020-12-23 08:51:00",24,24,71,30.06,10,"ENE",3,0,"Fair","False","False","False","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"A-1216692","Source2",2,2020-12-23 07:40:30,2020-12-23 09:01:03,42.893162,-73.827332,NA,NA,0,"Right hand shoulder blocked due to accident on NY-146A Ballston Lake Rd at CR-82 Main St.","Route 146A","Ballston Lake","Saratoga","NY","12019","US","US/Eastern","KSCH","2020-12-23 07:58:00",27,27,64,29.95,15,"CALM",0,0,"Fair","False","False","False","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"A-1216696","Source2",3,2020-12-23 14:08:26,2020-12-23 16:37:56,42.753242,-73.93235,NA,NA,0,"One lane blocked due to accident on I-890 Westbound at I-90 Exit 25.","I-90 E","Schenectady","Albany","NY","12303","US","US/Eastern","KALB","2020-12-23 13:51:00",34,30,56,30.01,10,"SE",5,0,"Mostly Cloudy","False","False","False","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"A-1218297","Source2",2,2020-12-22 13:05:03,2020-12-22 14:04:26,42.758202,-73.757454,NA,NA,0,"Right lane closed due to accident on US-9 Loudon Rd Northbound at Sparrowbush Rd.","Loudon Rd","Latham","Albany","NY","12110","US","US/Eastern","KALB","2020-12-22 13:18:00",36,25,67,29.48,10,"W",20,0,"Cloudy","False","False","False","True","False","False","False","False","False","False","False","True","False","Day","Day","Day","Day"
"A-1218301","Source2",2,2020-12-22 08:59:07,2020-12-22 10:28:22,42.68277,-73.78511,NA,NA,0,"Right hand shoulder blocked due to accident on I-90 Eastbound at Exit 5 Everett Rd.","Everett Rd","Albany","Albany","NY","12205","US","US/Eastern","KALB","2020-12-22 08:51:00",31,31,96,29.4,4,"CALM",0,0,"Cloudy","False","False","False","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"A-1218302","Source2",3,2020-12-22 12:47:22,2020-12-22 14:01:56,42.736866,-73.785355,NA,NA,0,"Right lane closed due to accident on I-87 Northbound at Exits 4 5 NY-155.","Adirondack Northway S","Latham","Albany","NY","12110","US","US/Eastern","KALB","2020-12-22 12:51:00",36,26,79,29.46,10,"WNW",17,0,"Light Rain","False","False","False","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"A-1218303","Source2",2,2020-12-22 17:24:14,2020-12-22 18:39:40,42.863682,-73.78479,NA,NA,0,"Right lane blocked due to accident on NY-146 Eastbound at Maxwell Dr.","Maxwell Dr","Clifton Park","Saratoga","NY","12065","US","US/Eastern","KSCH","2020-12-22 17:51:00",37,28,70,29.52,10,"W",17,0,"Cloudy","False","False","False","False","False","False","False","False","False","False","False","True","False","Night","Night","Day","Day"
"A-1219850","Source2",2,2020-12-21 05:55:52,2020-12-21 07:37:07,42.782143,-73.922882,NA,NA,0,"Right hand shoulder blocked due to accident on I-890 Eastbound at Exit 7 NY-7 Crosstown Plz.","Crosstown Connection","Schenectady","Schenectady","NY","12303","US","US/Eastern","KALB","2020-12-21 05:51:00",32,26,96,29.58,4,"SSE",6,0,"Cloudy","False","False","False","False","False","False","False","False","False","False","False","False","False","Night","Night","Night","Day"
"A-1219851","Source2",2,2020-12-21 07:10:18,2020-12-21 07:54:53,42.728195,-73.794777,NA,NA,0,"Right hand shoulder blocked due to accident on I-87 Northbound at Exit 4 / Wolf Rd.","Adirondack Northway N","Latham","Albany","NY","12110","US","US/Eastern","KALB","2020-12-21 06:51:00",31,26,100,29.57,3,"S",5,0,"Cloudy","False","False","False","False","False","False","False","False","False","False","False","False","False","Night","Day","Day","Day"
"A-1219856","Source2",3,2020-12-21 19:36:30,2020-12-21 20:05:38,42.69714,-73.838997,NA,NA,0,"Left lane blocked due to accident on I-90 Eastbound after exit 24.","I-87 S","Albany","Albany","NY","12205","US","US/Eastern","KALB","2020-12-21 19:51:00",29,29,96,29.4,3,"CALM",0,0,"Mostly Cloudy","False","False","False","False","False","False","False","False","False","False","False","False","False","Night","Night","Night","Night"
"A-1221359","Source2",2,2020-12-20 14:04:34,2020-12-20 15:19:06,42.683392,-73.844749,NA,NA,0,"Shoulder closed and right lane blocked due to accident on Adirondack Northway Southbound at US-20.","Western Ave","Albany","Albany","NY","12203","US","US/Eastern","KALB","2020-12-20 14:04:00",29,19,82,29.71,1,"SSE",13,0,"Light Snow","False","False","True","False","False","False","False","False","False","False","False","True","False","Day","Day","Day","Day"
"A-1221804","Source2",3,2020-12-19 13:09:52,2020-12-19 14:24:25,42.743176,-73.697365,NA,NA,0,"Left lane closed and left hand shoulder blocked due to accident on I-787 Northbound at Exits 9E 9W NY-7.","NY-787 N","Watervliet","Albany","NY","12189","US","US/Eastern","KALB","2020-12-19 12:51:00",16,16,92,30.05,10,"CALM",0,0,"Mostly Cloudy","False","False","False","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"A-1221807","Source2",3,2020-12-19 22:39:54,2020-12-19 23:45:11,42.627708,-73.700638,NA,NA,0,"Left lane closed due to accident on I-90 Eastbound at US-4 Troy Rd.","I-90 W","East Greenbush","Rensselaer","NY","12061","US","US/Eastern","KALB","2020-12-19 22:51:00",16,16,84,29.96,10,"NNW",3,0,"Cloudy","False","False","False","False","False","False","False","False","False","False","False","False","False","Night","Night","Night","Night"
"A-1221808","Source2",3,2020-12-19 23:11:27,2020-12-20 00:16:51,42.627708,-73.700638,NA,NA,0,"Lane blocked due to accident on I-90 Eastbound at Exit 9 US-4 Troy Rd.","I-90 W","East Greenbush","Rensselaer","NY","12061","US","US/Eastern","KALB","2020-12-19 22:51:00",16,16,84,29.96,10,"NNW",3,0,"Cloudy","False","False","False","False","False","False","False","False","False","False","False","False","False","Night","Night","Night","Night"
"A-1221809","Source2",3,2020-12-19 13:10:27,2020-12-19 14:25:07,42.797722,-73.931091,NA,NA,0,"Right lane blocked due to accident on I-890 Westbound at Exit 6 Michigan Ave.","I-890 W","Schenectady","Schenectady","NY","12304","US","US/Eastern","KALB","2020-12-19 12:51:00",16,16,92,30.05,10,"CALM",0,0,"Mostly Cloudy","False","False","False","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"A-1222502","Source2",2,2020-12-18 09:14:57,2020-12-18 10:14:38,42.686764,-73.80204,NA,NA,0,"Right hand shoulder blocked due to accident on I-90 Eastbound at Exits 3 4 NY-85.","I-90 E","Albany","Albany","NY","12205","US","US/Eastern","KALB","2020-12-18 08:51:00",9,-2,92,30.03,10,"N",7,0,"Partly Cloudy","False","False","False","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"A-1222504","Source2",3,2020-12-18 13:54:40,2020-12-18 15:24:10,42.533543,-73.78418,NA,NA,0,"One lane blocked due to accident on I-87 Southbound at Exit 22.","I-87 S","Selkirk","Albany","NY","12158","US","US/Eastern","KALB","2020-12-18 13:51:00",20,12,68,30.01,10,"NNW",6,0,"Fair","False","False","False","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"A-1222505","Source2",3,2020-12-18 14:10:43,2020-12-18 17:24:30,42.69714,-73.838997,NA,NA,0,"One lane blocked due to accident on I-87 Southbound before exit 24.","I-87 S","Albany","Albany","NY","12205","US","US/Eastern","KALB","2020-12-18 13:51:00",20,12,68,30.01,10,"NNW",6,0,"Fair","False","False","False","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"A-1224254","Source2",3,2020-12-17 16:41:30,2020-12-17 18:59:54,42.671062,-73.748825,NA,NA,0,"Right lane blocked due to accident on I-90 Westbound at Exit 6 US-9.","Loudon Rd","Albany","Albany","NY","12204","US","US/Eastern","KALB","2020-12-17 16:51:00",17,6,84,29.83,10,"N",9,0,"Cloudy","False","False","False","False","False","False","False","False","False","False","False","False","False","Night","Day","Day","Day"
"A-1224257","Source2",3,2020-12-17 17:36:29,2020-12-17 19:55:10,42.742317,-73.697601,NA,NA,0,"One lane blocked due to accident on I-787 Northbound at Exits 9E 9W NY-7.","NY-787 N","Watervliet","Albany","NY","12189","US","US/Eastern","KALB","2020-12-17 17:51:00",17,8,84,29.84,10,"N",7,0,"Cloudy","False","False","False","False","True","False","False","False","False","False","False","False","False","Night","Night","Night","Day"
"A-1224262","Source2",3,2020-12-17 05:44:50,2020-12-17 07:17:12,42.782104,-74.007874,NA,NA,0,"Accident on I-90 Eastbound after I-88.","I-90 W","Schenectady","Schenectady","NY","12306","US","US/Eastern","KSCH","2020-12-17 07:45:00",66,66,94,29.61,6,"N",12,0,"Heavy Snow","False","False","False","False","False","False","False","False","False","False","False","False","False","Night","Night","Night","Day"
"A-1224265","Source2",2,2020-12-17 05:50:04,2020-12-17 10:46:48,42.902653,-73.786118,NA,NA,0,"Right hand shoulder blocked due to accident on I-87 Southbound at Exit 10 Ushers Rd.","Ushers Rd","Clifton Park","Saratoga","NY","12065","US","US/Eastern","KSCH","2020-12-17 07:45:00",66,66,94,29.61,6,"N",12,0,"Heavy Snow","False","False","False","False","False","False","False","False","False","False","False","False","False","Night","Night","Night","Day"
"A-1224273","Source2",2,2020-12-17 08:01:47,2020-12-17 10:50:04,42.752544,-73.769424,NA,NA,0,"Right hand shoulder blocked due to accident on I-87 Northbound at NY-2.","Adirondack Northway N","Latham","Albany","NY","12110","US","US/Eastern","KALB","2020-12-17 07:51:00",16,4,100,29.72,0.25,"N",10,0.16,"Heavy Snow","False","False","False","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
